sentence_id	text	translation	lemma	translation_token	translation_lemma
d006.s006	The provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .	اس طرح کے حالات میں ایک زرد کارڈ کی تحریک ایک نئی مشق نہیں ہے ، بلکہ فٹ بال کی دنیا میں اکثر ہوتا ہے .	the provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .	اس طرح کے حالات میں ایک زرد کارڈ کی تحریک ایک نئی مشق نہیں ہے ، بلکہ فٹ بال کی دنیا میں اکثر ہوتا ہے .	یہ طرح کا حالات میں ایک زرد کارڈ کا تحریک ایک نئی مشق نہیں ہے ، بلکہ فٹ بال کا دنیا میں اکثر ہونا ہے .
d006.s007	It is so extended that it part of the ethos , of the unwritten rules , but followed nonetheless by this sport .	یہ اتنے بڑے پیمانے پر پھیلا ہوا ہے کہ یہ اخلاقیات کا حصہ ہے ، غیر تحریری قوانین ، لیکن اس کے باوجود اس کھیل کی طرف سے پیروی کی .	it is so extended that it part of the ethos , of the unwritten rules , but followed nonetheless by this sport .	یہ اتنے بڑے پیمانے پر پھیلا ہوا ہے کہ یہ اخلاقیات کا حصہ ہے ، غیر تحریری قوانین ، لیکن اس کے باوجود اس کھیل کی طرف سے پیروی کی .	یہ اتنا بڑا پیمانے پر پھیلنا ہونا ہے کہ یہ اخلاقی کا حصہ ہے ، غیر تحریری قانون ، لیکن یہ کا باوجود یہ کھیل کا طرف سے پیروی کرنا .
d006.s008	Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by Mourinho , who adds one more to his expanded history of histrionic and provoking technician .	متعلقہ معاملے میں پیدا ہونے والے مباحثے کا ایک حصہ اس حقیقت کی وجہ سے ہے کہ ریال میڈرڈ کی تنظیم کی ٹیم نے کیا ہے (جو اس کے گیت میں اشرافیہ اور اعزاز کا خیال رکھتا ہے ، اور اس نے اپنے کھلاڑیوں کو اسی طرح کے اعمال کے لئے جرمانہ کیا ہے) اور ڈرامائی کاری کی طرف سے منظم کیا گیا ہے ، ظاہر ہے ، مورینیو ، جو اپنی توسیع شدہ تاریخ میں ایک اور اضافہ کرتا ہے ہسٹریونک اور اشتعال انگیز تکنیکی .	part of the debate arisen in the related case is caused by the fact that has been carried out by team of the real madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by mourinho , who adds one more to his expanded history of histrionic and provoking technician .	متعلقہ معاملے میں پیدا ہونے والے مباحثے کا ایک حصہ اس حقیقت کی وجہ سے ہے کہ ریال میڈرڈ کی تنظیم کی ٹیم نے کیا ہے ( جو اس کے گیت میں اشرافیہ اور اعزاز کا خیال رکھتا ہے ، اور اس نے اپنے کھلاڑیوں کو اسی طرح کے اعمال کے لئے جرمانہ کیا ہے ) اور ڈرامائی کاری کی طرف سے منظم کیا گیا ہے ، ظاہر ہے ، مورینیو ، جو اپنی توسیع شدہ تاریخ میں ایک اور اضافہ کرتا ہے ہسٹریونک اور اشتعال انگیز تکنیکی .	متعلقہ معاملہ میں پیدا ہونا والا مباحثہ کا ایک حصہ یہ حقیقت کا وجہ سے ہے کہ ریال میڈرڈ کا تنظیم کا ٹیم نے کرنا ہے ( جو یہ کا گیت میں اشرافیہ اور اعزاز کا خیال رکھنا ہے ، اور یہ نے اپنا کھلاڑی کو یہ طرح کا عمظ کا لئے جرمانہ کرنا ہے ) اور ڈرامائی کاری کا طرف سے منظم کرنا جانا ہے ، ظاہر ہے ، مورینیو ، جو اپنا توسیع شدہ تاریخ میں ایک اور اضافہ کرنا ہے ہسٹریونک اور اشتعال انگیز تکنیکی .
d006.s009	Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its sense .	ویسے بھی ، بحث اس بات پر ہے کہ اگر اس قسم کا رویہ جس پر خاص طور پر ریگولیشن نے پابندی عائد نہیں کی ہے وہ کھیل کے اصولوں کے خلاف ہے ، یعنی اگر ان اقدامات کے ساتھ دھوکہ دہی کا ارتکاب کیا جاتا ہے؛ تو ، دراصل ، یہ کھیل کے قوانین کے احترام کے اقدامات ہیں ، لیکن وہ اس کے معنی سے دور نظر آتے ہیں .	anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its sense .	ویسے بھی ، بحث اس بات پر ہے کہ اگر اس قسم کا رویہ جس پر خاص طور پر ریگولیشن نے پابندی عائد نہیں کی ہے وہ کھیل کے اصولوں کے خلاف ہے ، یعنی اگر ان اقدامات کے ساتھ دھوکہ دہی کا ارتکاب کیا جاتا ہے ؛ تو ، دراصل ، یہ کھیل کے قوانین کے احترام کے اقدامات ہیں ، لیکن وہ اس کے معنی سے دور نظر آتے ہیں .	ویسے بھی ، بحث یہ بات پر ہے کہ اگر یہ قسم کا رویہ جو پر خاص طور پر ریگولیشن نے پابندی عائد نہیں کرنا ہے وہ کھیل کا اصول کا خلاف ہے ، یعنی اگر یہ اقدام کا ساتھ دھوکہ دہی کا ارتکاب کرنا جانا ہے ؛ تو ، دراصل ، یہ کھیل کا قانون کا احترام کا اقدام ہے ، لیکن وہ یہ کا معنی سے دور نظر آنا ہے .
d006.s010	The matter examines the type of damage that is brought to the sporting spirit .	اس معاملے میں کھیلوں کی روح کو کس قسم کا نقصان پہنچایا جاتا ہے پر غور کیا جاتا ہے .	the matter examines the type of damage that is brought to the sporting spirit .	اس معاملے میں کھیلوں کی روح کو کس قسم کا نقصان پہنچایا جاتا ہے پر غور کیا جاتا ہے .	یہ معاملہ میں کھیل کا روح کو کون قسم کا نقصان پہنچانا جانا ہے پر غور کرنا جانا ہے .
d006.s011	One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .	کھیل کی روح میں شامل فوائد میں سے ایک مخالف کھلاڑیوں کی جسمانی سالمیت ہے ، اس پہلو کے ساتھ کہ ان اقدامات کے ساتھ کوئی خطرہ نہیں تھا ، یعنی ، کوئی پرتشدد کھیل نہیں تھا .	one of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .	کھیل کی روح میں شامل فوائد میں سے ایک مخالف کھلاڑیوں کی جسمانی سالمیت ہے ، اس پہلو کے ساتھ کہ ان اقدامات کے ساتھ کوئی خطرہ نہیں تھا ، یعنی ، کوئی پرتشدد کھیل نہیں تھا .	کھیل کا روح میں شامل فائدہ میں سے ایک مخالف کھلاڑی کا جسمانی سالمیت ہے ، یہ پہلو کا ساتھ کہ یہ اقدام کا ساتھ کوئی خطرہ نہیں تھا ، یعنی ، کوئی پرتشدد کھیل نہیں تھا .
d006.s012	Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .	ان فوائد میں سے ایک ہے جس کا حوالہ دیا جاتا ہے کہ ٹیر پلے کے ساتھ قانون توڑنے والے کھلاڑیوں کی ٹیم مخالف ٹیم سے غیر منصفانہ فائدہ اٹھانے سے بچنے کے لئے ، جو بھی نہیں ہوا .	another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .	ان فوائد میں سے ایک ہے جس کا حوالہ دیا جاتا ہے کہ ٹیر پلے کے ساتھ قانون توڑنے والے کھلاڑیوں کی ٹیم مخالف ٹیم سے غیر منصفانہ فائدہ اٹھانے سے بچنے کے لئے ، جو بھی نہیں ہوا .	یہ فائدہ میں سے ایک ہے جو کا حوالہ دےنا جانا ہے کہ ٹیر پلا کا ساتھ قانون توڑنا والا کھلاڑی کا ٹیم مخالف ٹیم سے غیر منصفانہ فائدہ اٹھانا سے بچنا کا لئے ، جو بھی نہیں ہونا .
d006.s013	However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .	تاہم ، ریال میڈرڈ کے کھلاڑیوں کی کارروائی کے بارے میں متضاد بات یہ ہے کہ یہ قانونی دھوکہ دہی کے طور پر عام طور پر بیان کیا جاتا ہے کے مطابق نہیں تھا ، کیونکہ قوانین کی خلاف ورزی کو پابندی سے بچنے کی کوشش کے طور پر خفیہ طور پر نہیں کیا گیا تھا ، لیکن ان کی کارروائی سب سے زیادہ واضح تھا اور اس طرح انہیں ریفری کی طرف سے سزا دی گئی تھی .	however , the paradoxical thing about the action of the players of real madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .	تاہم ، ریال میڈرڈ کے کھلاڑیوں کی کارروائی کے بارے میں متضاد بات یہ ہے کہ یہ قانونی دھوکہ دہی کے طور پر عام طور پر بیان کیا جاتا ہے کے مطابق نہیں تھا ، کیونکہ قوانین کی خلاف ورزی کو پابندی سے بچنے کی کوشش کے طور پر خفیہ طور پر نہیں کیا گیا تھا ، لیکن ان کی کارروائی سب سے زیادہ واضح تھا اور اس طرح انہیں ریفری کی طرف سے سزا دی گئی تھی .	تاہم ، ریال میڈرڈ کا کھلاڑی کا کارروائی کا بارہ میں متضاد بات یہ ہے کہ یہ قانونی دھوکہ دہی کا طور پر عام طور پر بیان کرنا جانا ہے کا مطابق نہیں تھا ، کیونکہ قانون کا خلاف ورزی کو پابندی سے بچنا کا کوشش کا طور پر خفیہ طور پر نہیں کرنا جانا تھا ، لیکن یہ کا کارروائی سب سے زیادہ واضح تھا اور یہ طرح یہ ریفری کا طرف سے سزا دےنا جانا تھا .
d006.s014	They waited for and accepted the sanction with no complaints .	انہوں نے پابندی کا انتظار کیا اور بغیر کسی شکایت کے اسے قبول کیا۔	they waited for and accepted the sanction with no complaints .	انہوں نے پابندی کا انتظار کیا اور بغیر کسی شکایت کے اسے قبول کیا ۔	وہ نے پابندی کا انتظار کرنا اور بغیر کوئی شکایت کا یہ قبول کرنا ۔
d006.s015	Another question is what type of advantage the violators obtained in the actions deliberately carried out .	ایک اور سوال یہ ہے کہ جان بوجھ کر کئے گئے کارروائیوں میں خلاف ورزی کرنے والوں کو کس قسم کا فائدہ حاصل ہوا۔	another question is what type of advantage the violators obtained in the actions deliberately carried out .	ایک اور سوال یہ ہے کہ جان بوجھ کر کئے گئے کارروائیوں میں خلاف ورزی کرنے والوں کو کس قسم کا فائدہ حاصل ہوا ۔	ایک اور سوال یہ ہے کہ جان بوجھ کرنا کرنا جانا کارروائی میں خلاف ورزی کرنا والا کو کون قسم کا فائدہ حاصل ہونا ۔
d006.s016	Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less players .	یہاں یہ بتانا ضروری لگتا ہے کہ یہ مخالف کے لئے کوئی نقصان دہ صورتحال نہیں ہے اور نہ ہی ایک ہی کھیل میں حاصل کردہ فائدہ ہے ، کیونکہ ظاہر ہے کہ کارروائی کا نتیجہ کم کھلاڑیوں کے ساتھ اپنی ٹیم چھوڑنے کا مطلب ہے .	here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less players .	یہاں یہ بتانا ضروری لگتا ہے کہ یہ مخالف کے لئے کوئی نقصان دہ صورتحال نہیں ہے اور نہ ہی ایک ہی کھیل میں حاصل کردہ فائدہ ہے ، کیونکہ ظاہر ہے کہ کارروائی کا نتیجہ کم کھلاڑیوں کے ساتھ اپنی ٹیم چھوڑنے کا مطلب ہے .	یہاں یہ بتانا ضروری لگنا ہے کہ یہ مخالف کا لئے کوئی نقصان دہ صورتحال نہیں ہے اور نہ ہی ایک ہی کھیل میں حاصل کردہ فائدہ ہے ، کیونکہ ظاہر ہے کہ کارروائی کا نتیجہ کم کھلاڑی کا ساتھ اپنا ٹیم چھوڑنا کا مطلب ہے .
d006.s017	And neither is it a useful strategy for the next game , because the club will not be able to count on those players .	اور نہ ہی یہ اگلے کھیل کے لئے ایک مفید حکمت عملی ہے ، کیونکہ کلب ان کھلاڑیوں پر شمار کرنے کے قابل نہیں ہو گا .	and neither is it a useful strategy for the next game , because the club will not be able to count on those players .	اور نہ ہی یہ اگلے کھیل کے لئے ایک مفید حکمت عملی ہے ، کیونکہ کلب ان کھلاڑیوں پر شمار کرنے کے قابل نہیں ہو گا .	اور نہ ہی یہ اگلا کھیل کا لئے ایک مفید حکمت عملی ہے ، کیونکہ کلب یہ کھلاڑی پر شمار کرنا کا قابل نہیں ہونا گانا .
d006.s018	The advantage , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .	فائدہ ، ظاہر ہے ، اس حقیقت میں ہے کہ کھلاڑیوں کو چیمپئن شپ کے اگلے مرحلے کو بغیر کارڈ کے شروع کریں گے جو مستقبل کے کھیل میں ان کی شرکت کو خطرے میں ڈال سکتا ہے .	the advantage , obviously , consists in the fact that the players will begin the following phase of the championship without cards that could threaten their participation in a future game .	فائدہ ، ظاہر ہے ، اس حقیقت میں ہے کہ کھلاڑیوں کو چیمپئن شپ کے اگلے مرحلے کو بغیر کارڈ کے شروع کریں گے جو مستقبل کے کھیل میں ان کی شرکت کو خطرے میں ڈال سکتا ہے .	فائدہ ، ظاہر ہے ، یہ حقیقت میں ہے کہ کھلاڑی کو چیمپئن شپ کا اگلا مرحلہ کو بغیر کارڈ کا شروع کرنا گانا جو مستقبل کا کھیل میں یہ کا شرکت کو خطرہ میں ڈالنا سکنا ہے .
d006.s019	But it is about a long term advantage , with a certain degree of indetermination , because the team can be eliminated first of change , and in addition with this action the players fulfil a sanction game and go to the second cycle of cards , in which the suspension by card accumulation takes place with one less than in the first cycle .	لیکن یہ ایک طویل مدتی فائدہ کے بارے میں ہے ، کچھ حد تک غیر یقینی کے ساتھ ، کیونکہ ٹیم کو تبدیل کرنے سے پہلے ختم کیا جاسکتا ہے ، اور اس کارروائی کے علاوہ ، کھلاڑیوں نے ایک سزا کا کھیل پورا کیا اور کارڈوں کے دوسرے سائیکل میں چلے گئے ، جس میں کارڈ کی مجموعہ کے ذریعہ معطلی پہلے سائیکل کے مقابلے میں ایک سے کم ہوتا ہے .	but it is about a long term advantage , with a certain degree of indetermination , because the team can be eliminated first of change , and in addition with this action the players fulfil a sanction game and go to the second cycle of cards , in which the suspension by card accumulation takes place with one less than in the first cycle .	لیکن یہ ایک طویل مدتی فائدہ کے بارے میں ہے ، کچھ حد تک غیر یقینی کے ساتھ ، کیونکہ ٹیم کو تبدیل کرنے سے پہلے ختم کیا جاسکتا ہے ، اور اس کارروائی کے علاوہ ، کھلاڑیوں نے ایک سزا کا کھیل پورا کیا اور کارڈوں کے دوسرے سائیکل میں چلے گئے ، جس میں کارڈ کی مجموعہ کے ذریعہ معطلی پہلے سائیکل کے مقابلے میں ایک سے کم ہوتا ہے .	لیکن یہ ایک طویل مدتی فائدہ کا بارہ میں ہے ، کچھ حد تک غیر یقینی کا ساتھ ، کیونکہ ٹیم کو تبدیل کرنا سے پہلے ختم کرنا جاسکنا ہے ، اور یہ کارروائی کا علاوہ ، کھلاڑی نے ایک سزا کا کھیل پورا کرنا اور کارڈ کا دوسرا سائیکل میں چلنا جانا ، جو میں کارڈ کا مجموعہ کا ذریعہ معطلی پہلا سائیکل کا مقابلہ میں ایک سے کم ہونا ہے .
d006.s020	So that , by passing rounds , it is not so clear that it is an advantage .	تاکہ ، گولوں سے گزرنے سے ، یہ اتنا واضح نہیں ہے کہ یہ ایک فائدہ ہے .	so that , by passing rounds , it is not so clear that it is an advantage .	تاکہ ، گولوں سے گزرنے سے ، یہ اتنا واضح نہیں ہے کہ یہ ایک فائدہ ہے .	تاکہ ، گولہ سے گزرنا سے ، یہ اتنا واضح نہیں ہے کہ یہ ایک فائدہ ہے .
d006.s021	Those actions are really against the sporting spirit , which is part of the strategic decisions that favor taking advantages allowed by the rules .	ان کارروائیوں میں واقعی کھیلوں کی روح کے خلاف ہے ، جو حکمت عملی کے فیصلوں کا حصہ ہے جو قواعد کی اجازت سے فائدہ اٹھانے کے حق میں ہے .	those actions are really against the sporting spirit , which is part of the strategic decisions that favor taking advantages allowed by the rules .	ان کارروائیوں میں واقعی کھیلوں کی روح کے خلاف ہے ، جو حکمت عملی کے فیصلوں کا حصہ ہے جو قواعد کی اجازت سے فائدہ اٹھانے کے حق میں ہے .	یہ کارروائی میں واقعی کھیل کا روح کا خلاف ہے ، جو حکمت عملی کا فیصلہ کا حصہ ہے جو قواعد کا اجازت سے فائدہ اٹھانا کا حق میں ہے .
d006.s022	Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .	اس مفروضے کے سلسلے میں ، کھلاڑیوں نے پابندی کے اطلاق سے بچنے کے لئے کارروائی نہیں کی (یہ قانونی دھوکہ دہی کا واضح معاملہ ہوگا) ، بلکہ اس کی اطاعت کرنے کا وقت منتخب کیا .	regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .	اس مفروضے کے سلسلے میں ، کھلاڑیوں نے پابندی کے اطلاق سے بچنے کے لئے کارروائی نہیں کی ( یہ قانونی دھوکہ دہی کا واضح معاملہ ہوگا ) ، بلکہ اس کی اطاعت کرنے کا وقت منتخب کیا .	یہ مفروضہ کا سلسلہ میں ، کھلاڑی نے پابندی کا اطلاق سے بچنا کا لئے کارروائی نہیں کرنا ( یہ قانونی دھوکہ دہی کا واضح معاملہ ہونا ) ، بلکہ یہ کا اطاعت کرنا کا وقت منتخب کرنا .
d006.s023	They made a strategic decision without avoiding the punishment .	انہوں نے سزا سے بچنے کے بغیر ایک اسٹریٹجک فیصلہ کیا .	they made a strategic decision without avoiding the punishment .	انہوں نے سزا سے بچنے کے بغیر ایک اسٹریٹجک فیصلہ کیا .	وہ نے سزا سے بچنا کا بغیر ایک اسٹریٹجک فیصلہ کرنا .
d006.s024	Although the border between the wittiness and the law fraud is diffuse , in this occasion I believe it was a clear case of wittiness .	اگرچہ ذہانت اور قانون کے دھوکہ دہی کے درمیان سرحد پھیلی ہوئی ہے ، میں اس موقع پر یقین کرتا ہوں کہ یہ ذہانت کا ایک واضح معاملہ تھا .	although the border between the wittiness and the law fraud is diffuse , in this occasion i believe it was a clear case of wittiness .	اگرچہ ذہانت اور قانون کے دھوکہ دہی کے درمیان سرحد پھیلی ہوئی ہے ، میں اس موقع پر یقین کرتا ہوں کہ یہ ذہانت کا ایک واضح معاملہ تھا .	اگرچہ ذہانت اور قانون کا دھوکہ دہی کا درمیان سرحد پھیلینا ہونا ہے ، میں یہ موقع پر یقین کرنا ہے کہ یہ ذہانت کا ایک واضح معاملہ تھا .
d006.s025	The controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	یہ تنازعہ دو وجوہات سے پیدا ہوتا ہے: کیونکہ یہ دو آٹو اخراجات کے بارے میں تھا اور ہدایت نامے کی منتقلی کا طریقہ ان کی وجہ سے کیا گیا تھا .	the controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	یہ تنازعہ دو وجوہات سے پیدا ہوتا ہے : کیونکہ یہ دو آٹو اخراجات کے بارے میں تھا اور ہدایت نامے کی منتقلی کا طریقہ ان کی وجہ سے کیا گیا تھا .	یہ تنازعہ دو وجہ سے پیدا ہونا ہے : کیونکہ یہ دو آٹو خرچ کا بارہ میں تھا اور ہدایت نامے کا منتقلی کا طریقہ یہ کا وجہ سے کرنا جانا تھا .
d006.s026	The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	ان اقدامات سے کھیل کے اصولوں کو جو نقصان پہنچا ہے وہ اخلاقی نہیں بلکہ جمالیاتی ہے۔	the damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	ان اقدامات سے کھیل کے اصولوں کو جو نقصان پہنچا ہے وہ اخلاقی نہیں بلکہ جمالیاتی ہے ۔	یہ اقدام سے کھیل کا اصول کو جو نقصان پہنچنا ہے وہ اخلاقی نہیں بلکہ جمالیاتی ہے ۔
d007.s000	Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere	ارسنک رواداری مائکروبیل زمین پر یا کہیں اور زندگی کی نئی اقسام کے امکان کو بڑھاتا ہے	arsenic-tolerant microbe raises possibility of new types of life on earth , or elsewhere	ارسنک رواداری مائکروبیل زمین پر یا کہیں اور زندگی کی نئی اقسام کے امکان کو بڑھاتا ہے	ارسنک رواداری مائکروبیل زمین پر یا کہیں اور زندگی کا نئی اقسام کا امکان کو بڑھانا ہے
d007.s001	The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .	ایک عجیب و غریب بیکٹیریا کی دریافت جو اس کے غذائی اجزاء میں سے ایک کے طور پر ارسنک کا استعمال کر سکتا ہے زمین پر اور ممکنہ طور پر اس سے آگے زندگی کی نئی شکلوں کی تلاش کے دائرہ کار کو وسیع کرتا ہے .	the discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on earth and possibly beyond .	ایک عجیب و غریب بیکٹیریا کی دریافت جو اس کے غذائی اجزاء میں سے ایک کے طور پر ارسنک کا استعمال کر سکتا ہے زمین پر اور ممکنہ طور پر اس سے آگے زندگی کی نئی شکلوں کی تلاش کے دائرہ کار کو وسیع کرتا ہے .	ایک عجیب و غریب بیکٹیریا کا دریافت جو یہ کا غذائی اجزاء میں سے ایک کا طور پر ارسنک کا استعمال کرنا سکنا ہے زمین پر اور ممکنہ طور پر یہ سے آگے زندگی کا نئی شکل کا تلاش کا دائرہ کار کو وسیع کرنا ہے .
d007.s002	While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	اگرچہ محققین نے زمین پر غیر معمولی بیکٹیریا دریافت کیا ہے ، وہ کہتے ہیں کہ اس سے پتہ چلتا ہے کہ زندگی کے پاس اہم عناصر سے باہر امکانات ہیں جو ضروری سمجھا جاتا ہے .	while researchers discovered the unusual bacteria here in earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	اگرچہ محققین نے زمین پر غیر معمولی بیکٹیریا دریافت کیا ہے ، وہ کہتے ہیں کہ اس سے پتہ چلتا ہے کہ زندگی کے پاس اہم عناصر سے باہر امکانات ہیں جو ضروری سمجھا جاتا ہے .	اگرچہ محقق نے زمین پر غیر معمولی بیکٹیریا دریافت کرنا ہے ، وہ کہہنا ہے کہ یہ سے پتہ چلنا ہے کہ زندگی کا پاس اہم عنصر سے باہر امکان ہے جو ضروری سمجھنا جانا ہے .
d007.s003	`` This organism has dual capability . ''	"`` یہ جاندار دوہری صلاحیت رکھتا ہے . """	`` this organism has dual capability . ''	"`` یہ جاندار دوہری صلاحیت رکھتا ہے . """	"`` یہ جاندار دوہری صلاحیت رکھنا ہے . """
d007.s004	`` It can grow with either phosphorus or arsenic . ''	"`` یہ یا تو فاسفورس یا ارسنک کے ساتھ بڑھ سکتا ہے . ""'"	`` it can grow with either phosphorus or arsenic . ''	"`` یہ یا تو فاسفورس یا ارسنک کے ساتھ بڑھ سکتا ہے . "" '"	"`` یہ یا تو فاسفورس یا ارسنک کا ساتھ بڑھنا سکنا ہے . "" '"
d007.s005	`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .	`` یہ اسے بہت عجیب بنا دیتا ہے ، اگرچہ یہ واقعی ` اجنبی ' زندگی کی کسی شکل سے کم ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کے پال سی ڈبلیو ڈیوس نے تبصرہ کیا ، جو جمعرات کے آن لائن ایڈیشن میں شائع ہونے والی رپورٹ کے شریک مصنف ہیں سائنس .	`` that makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented paul c. w. davies of arizona state university , a co-author of the report appearing in thursday 's online edition of the journal science .	`` یہ اسے بہت عجیب بنا دیتا ہے ، اگرچہ یہ واقعی ` اجنبی ' زندگی کی کسی شکل سے کم ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کے پال سی ڈبلیو ڈیوس نے تبصرہ کیا ، جو جمعرات کے آن لائن ایڈیشن میں شائع ہونے والی رپورٹ کے شریک مصنف ہیں سائنس .	`` یہ یہ بہت عجیب بنانا دےنا ہے ، اگرچہ یہ واقعی ` اجنبی ' زندگی کا کوئی شکل سے کم ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کا پال سی ڈبلیو ڈیوس نے تبصرہ کرنا ، جو جمعرات کا آن لائن ایڈیشن میں شائع ہونا والا رپورٹ کا شریک مصنف ہے سائنس .
d007.s006	Six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	زندگی کے لیے چھ اہم عناصر کو طویل عرصے سے ضروری سمجھا جاتا رہا ہے: کاربن ، ہائیڈروجن ، نائٹروجن ، آکسیجن ، فاسفورس اور گندم .	six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	زندگی کے لیے چھ اہم عناصر کو طویل عرصے سے ضروری سمجھا جاتا رہا ہے : کاربن ، ہائیڈروجن ، نائٹروجن ، آکسیجن ، فاسفورس اور گندم .	زندگی کا لیے چھ اہم عنصر کو طویل عرصہ سے ضروری سمجھنا جانا رہنا ہے : کاربن ، ہائیڈروجن ، نائٹروجن ، آکسیجن ، فاسفورس اور گندم .
d007.s007	But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .	لیکن محققین نے دریافت کیا کہ مونو لیک ، کیلیفورنیا میں دریافت ہونے والے بیکٹیریا کو فاسفورس کے بجائے آرسینک تبدیل کرنے کے بعد بڑھتے رہنے کی صلاحیت ہے۔	but the researchers found that the bacteria , discovered in mono lake , calif. , is able to continue to grow after substituting arsenic for phosphorus .	لیکن محققین نے دریافت کیا کہ مونو لیک ، کیلیفورنیا میں دریافت ہونے والے بیکٹیریا کو فاسفورس کے بجائے آرسینک تبدیل کرنے کے بعد بڑھتے رہنے کی صلاحیت ہے ۔	لیکن محقق نے دریافت کرنا کہ مونو لیک ، کیلی میں دریافت ہونا والا بیکٹیریا کو فاسفورس کا بجائے آرسینک تبدیل کرنا کا بعد بڑھنا رہنا کا صلاحیت ہے ۔
d007.s008	`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .	`` یہ آپ کو حیرت میں ڈالتا ہے کہ اور کیا ممکن ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کے ایریل ڈی انبار نے کہا ، رپورٹ کے شریک مصنف .	`` it makes you wonder what else is possible , '' said ariel d. anbar of arizona state university , a co-author of the report .	`` یہ آپ کو حیرت میں ڈالتا ہے کہ اور کیا ممکن ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کے ایریل ڈی انبار نے کہا ، رپورٹ کے شریک مصنف .	`` یہ آپ کو حیرت میں ڈالنا ہے کہ اور کیا ممکن ہے ، ' ایریزونا اسٹیٹ یونیورسٹی کا ایریل ڈی انبار نے کہہنا ، رپورٹ کا شریک مصنف .
