bound	بستہ
haughty	غراز
haunch	کولا
have_been_washed	چرن امرت
have_chilblains	پھٹنا
having	ذو
having_a_bad_taste	بدذائقہ
having_a_bad_taste	بدمزہ
having_a_beautiful_face	خوب صورت
having_a_confirmed_rice	رگ دار
having_a_family	عیال دار
having_a_fringe	جھالر دار
having_a_mehrab	محراب دار
having_a_plea	عذرداری
having_a_root	جڑیلا
having_a_tail	دم دار
having_a_terrible_army	بھیم سین
having_a_tongue	جبھا
having_a_turn	بل دار
having_absolute_power	استقلالی
having_an_army	سپہ دار
having_an_army	سپہ سالار
having_an_eye	ناکادار
having_experience	مجرب
having_experienced	چشیدہ
having_four_strings	چار تارہ
having_got_or_obtained	پا
having_his_own_law	خدا
having_juice	رسال
having_large_testicles	آنڈو
having_leaped	جستہ
having_legal_power	قادر
having_legal_power	مختار
having_no_alternative	مجبوراً
having_no_settled_habitation	خانہ بدوش
having_one_soul	ایک جان
having_one_soul	ایک جگر
having_ones_wings_clipped	بال و پر شکستہ
having_power_of_analyzing.	کیمیا اثر
having_recourse_to_god	تعویذ
having_religious_sanction	حلال
having_sight	بینا
having_sweet_notes	نازک ادا
having_tasted	چشیدہ
having_teeth	دنتی
having_the_desire_excited	شائق
having_the_face_blackened	روسیاہ
having_the_head_raised	سرافراز
having_the_sway	متصرف
having_the_wings_bound.	پر بستہ
having_the_wings_clipped	پر قینچ
having_three_lines	تدھاری
having_weak_eyes	چندھلا
having_wished_or_willed.	خواستہ
havoc	غارت
havoc	لوٹ مار
hawk	باز
hawk	باشہ
hawk	شکرا
hawk	پالنک
hawking	تنحنح
hawoc	لوٹ کھسوٹ
hay	گھاس
hazard	بازی
hazardous	خطرناک
haze	دود
haze.	کہر
hazy	دھندلا
hazy	دھواں دار
he-goat	بز
he-goat	بوکا
he-goat	بکرا
head	احتیاط
head	امام
head	بابت
head	بھنڈار
head	بھنڈارا
head	دماغ
head	رائس
head	سالار
head	سرا
head	فرق
head	مڈھ
head	نابھ
head	ٹیٹوا
head	ڈوئی
head-man	مڈھ
head-man_of_a_village	دہقان
head_constable.	حولدار
head_downwards	الٹا
head_of_a_religion	امام
head_or_cap	ٹوپ
head_or_top	ٹوپی
head_piece_or_foot-piece	سرا
head_stall	نکتہ
head_strong	مچلا
head_villager	جیٹھ رعیت
headache	درد سر
headache_or_crop-sickness	نشہ
headache_or_sickness	خمار
headless	الیل
headless	ناپروا
headman	رائس
headman_of_a_village	کھیڑا پتی
headstrong	امارہ
headstrong	خود سر
headstrong_person	جن
healing	اندمال
healing	شفا
healing_or_closing	التیام
health	بہبودی
health	تسلیم
health	جی
health	خیر و عافیت
health	صحت
health	عافیت
health-giving	صحت بخش
health_and_prosperity	خیر و عافیت
health_and_strength.	دم قدم
healthiness	درستگی
healthiness	درستی
healthy	خوش
healthy	صحت بخش
heap	انبار
heap	اٹال
heap	اٹم
heap	توپ
heap	جیٹھ
heap	مجمع
heap	ٹال
heap	ٹیک
heap	پاٹنا
heap	پرکر
heap	پشتوارہ
heap	پشتہ
heap	پوگ
heap	ڈھگار
heap	ڈھیری
heap	ڈہگان
heap._mass	پشتارا
heap_of_chaff	بونگا
heap_or_collection	کباڑ
heaps	ایلغار
hear	تاؤ
hearer	سامع
hearing	سامع
hearing	سامعہ
hearing	سماع
hearing	سماعت
hearing	شنوائی
hearing_or_taking_evidence	سماعت
hearkening	سامعہ
hearsay	بازاری گپ
heart	بال
heart	جگر
heart	جی
heart	فواد
heart	من
heart	نہاد
heart	ڈھارس
heart	کلیجا
heart-ache	درد دل
heart-attracting	دل کش
heart-bound	دل بستہ
heart-breaking	جان کاہ
heart-burning	دل سوز
heart-burning	سوختگی
heart-cheering	دل فروز
heart-dissolving	دل گداز
heart-enlightening	دل فروز
heart-inflamed	جگر سوز
heart-inflaming	جاں سوز
heart-inflaming	دل سوز
heart-melting	دل گداز
heart-piercing	جگر دوز
heart-ravishing	دل آویز
heart-ravishing	دلبر
heart-rending	دل خراش
heart-sore	سوختہ جان
heart_-_ravisher	دلبر
heart_burning	سوز
heart_flaming	جگر سوز
heart_residing	دل نشین
hearth	چولھا
hearts_desire	مراد دل
hearty	بارہ بانی
hearty	دلی
heat	آلنگ
heat	آنچ
heat	التہاب
heat	تابش
heat	تب
heat	تپ
heat	جلن
heat	جھر
heat	جھو
heat	سوز
heat	سپاٹا
heat	طپش
heat	لپٹ
heat	پرتاب
heat	کلیجا
heat	گرماہٹ
heat	گرمی
heat-consumed	سوختہ جان
heat_of_fever	پرجوار
heat_of_system	گرمی
heat_of_temperament	گرمی
heat_of_the_sun	داخلی تاثر
heated	تاتا
heating	تاؤ
heating	تاتا
heaven	جبروت
heaven	داراسلام
heaven	دارالاسلام
heaven	سورگ
heaven	فلک
heaven	پشکر
heaven	پنیہ لوک
heaven	چر اچر
heavenly	آسمانی
heavenly	افلاکی
heavenly	جنتی
heavenly	سورگ باشی
heavenly	غیبی
heavenly	فرشتہ صفت
heavens	آکاش
heavens	زمان
heavens	سپہر
heavens	گردوں
heavens	گگن
heavily-laden	گراں بار
heavily_laden	بوجھل
heaviness	ثقالت
heaviness	گرانی
heaviness_of_spirit	گرانی
heavy	بار
heavy	بلغمی
heavy	بوجھل
heavy	جبدا
heavy	سست
heavy	سنگین
heavy	مٹھا
heavy	ٹھوس
heavy	کرارا
heavy	گراں
heavy_assessment	ظلم
heavy_burden	ظلم
heavy_load	ثقالت
heavy_load	ثقل
heavy_shower_of_rain	بوچھار
hebrew	یہودی
hectic	مدقوق
hedge	باڑ
hedge	باڑا
hedge	پراچیر
hedge-hog	سیہ
heedless	غافل
heedless	غبی
heel	ایڑی
heel	عقب
heel	پاشنہ
height	اتھان
height	ارتفاع
height	بلندی
height	رفعت
height	شاہ بالا
height	قد
height	ٹبا
height	پروت
heir-apparent	کنور
hell	جحیم
hell	دوزخ
hell	نار
hell-deserving	دوزخی
hellfire	جحیم
hellfire	نار
hellish	دوزخی
hellish	ناری
helm	پتوار
helm	پتیار
helmet	حدید
helmet	ٹوپ
help	استظہار
help	استعانت
help	بس
help	سنبھالنا
help	سہائے
helper	جڑیا
helper	فریاد رس
helper	ولی
helpers	انصار
helpful	ساجھی
helpless	ابس
helpless	درماندہ
helpless	فروماندہ
helpless	ناچار
helplessness	عجز
helplessness	لاچاری
helplessness	ناچاری
helps	اعوان
helve	دستہ
helve	مٹھ
hem	حاشیہ
hem	پتی
hemming	تنحنح
hemp-leaves	پتی
hemp-plant	گانجا
hence	تب
henna	حنا
hep	بجیا
hepatic	جگری
her	تا
herb	نبات
herb_alt-neal	بتھوا
herb_basil	ناز بو
herb_melissa	بلی لوٹن
herb_smelling_like_frankincense	اکلیل الجبل
herb_sorrel	کھٹا ساگ
herbage	سبزہ
herd	ایلغار
herd	جھنڈ
herd	رمہ
herd	گلہ
herd	گڈریا
herdsman	رکھوالا
here_and_there	کہیں کہیں
hereditary	خاندانی
hereditary	پشتینی
hereditary_estate	میراث
hereditary_right	وراثت
herein	اس میں
heresy	بدعت
heresy	رفض
heresy	پاکھنڈ
heretic.	پاکھنڈ
heretics	روافض
hereupon	اس میں
heritage	میراث
heritage	وراثت
heritage	ورثہ
hermit	زاہد
hermit	صحرا نشین
hermit	گوشہ نشین
hermit.	خلوت نشین
hermitage	آشرم
hernia	فتق اربیہ
hero	بھیر
hero	سنگھ
hero	غازی مرد
hero	غضنفر
hero	پرویر
hero.	مرد کار
heroes	مردان
heroic	سورما
heroic	مرد کار
heroic_achievements	مردانہ کام
heroism	رستمی
hesitation	اٹک
hesitation	تردد
hesitation	توقف
hesitation	رکاوٹ
heterodoxy	پاکھنڈ
heterogeneous	ناجنس
heterogeneousness	ناجنسی
hew	تراشنا
hewing	تراش
hexagonal	شش جہت
hiatus	خلل
hiccup	کالی کھانسی
hid	مخفی
hidden	ابکت
hidden	بپت
hidden	خافی
hidden	در پردہ
hidden	سربستہ
hidden	غائب
hidden	غیب
hide	جلد
hide	جھانپنا
hide	چام
hide	چرم
hide	چھپانا
hide	ڈھانپنا
hide	کھال
hide.	ڈھانکنا
hide_and_seek	چور مہیچنی
hideous	بروپ
hideous	دہشت انگیز
hideous	زشت
hideously_ugly_person	اللہ کا نور
hides.	حبوبات
hiding	دفن
hiding	روپوشی
hiding_place	ٹٹی
hiding_place	گہن
hiding_the_face	رو پوش
hiding_the_face	روپوش
higgledy-piggledy	زیر و زبر
higgledy-piggledy	غٹ پٹ
higgledy-piggledy	گڑبڑ
high	اونچا
high	باربک
high	برتر
high	بلند
high	سرشار
high	صمد
high	عالی
high	عالیہ
high	غالی
high	فراز
high	مجید
high-minded	بلند ہمت
high-minded	غیرت مند
high-minded	غیور
high-mindedness	نجابت
high-priced	تیز
high-priced	ثمین
high-priced	غالی
high-priced	کرارا
high-priced	گراں بہا
high-ranking	بلند پایہ
high-road	سڑک
high-spirited	اصیل
high_char	منبر
high_court	عدالت عالیہ
high_education	تعلیم اعلی
high_in_dignity	جلیل القدر
high_in_dignity	عظیم
high_land	ڈانگ
high_note	باریک آواز
high_or_sharp_tone	ادات
high_or_shrill_note	ٹیپ
high_position	جاہ
high_priced	قیمتی
high_range_or_flight	اتھان
high_rank	بزرگی
high_station_or_dignity	رتبہ
high_wind	کھنک
higher	ارفع
higher	برتر
highest	ارفع
highest_degree_of	کمال درجہ کا
highest_heaven	فلک الافلاک
highest_point	پراگرہ
highland	بلندی
highland	کوہ ستان
highland	کوہستان
highly_cultivated_or_educated	پر پکوہ
highness	تعلی
highness	فرازی
highway	سڑک
highway	شارع
highway	شاہ راہ
highway	مارگ
highway	ڈگر
highway-robbery	ڈکیتی
highway_man	رہ زن
highway_man	لٹیرا
highway_man	ڈاکو
highwayman	ڈکیت
hilarity	رامش
hilarity	طرب
hilarity	پرہرش
hilarity	کشائش
hilarity	کشادہ دلی
hilarity	کیف
hill	جبل
hill	ٹبا
hill	ٹیلا
hill	پربت
hill	پروت
hill	پشتہ
hill	کوہ
hill-man	پہاڑی
hillock	ٹیلا
hillock	ٹیک
hillock	کوہ
hilly	پہاڑی
hilly	کوہستانی
hilt	دستہ
hilt	قبضہ
hilt	پرج
hilted	پرج دار
him	ان
him	تا
hind_part	پیچھا
hind_quarter	پچھواڑا
hinder	ٹوکنا
hinder	پشچم
hinder	پچھواڑا
hinder_part	عقب
hindered	اٹکا
hindering	حاجز
hindermost	پچھواڑا
hindmost	پچھواڑا
hindrance	اٹک
hindrance	اپکار
hindrance	رکاوٹ
hindrance	ٹوک
hindu	ہندو
hindu_faqir	ابدھوت
hinge	قبضہ
hint	اشارت
hint	رمز
hint	سین
hint	پتا
hip	ڈھڑ
hip	کولا
hire	اجارا
hire	اجر
hire	اجرت
hire	بھوگ
hire	بھکشا
hire	ٹھیکا
hire	کرایہ
hired_agricultural_labourer	کمیرا
hireling	کمیرا
hirsute	بال دار
his_father_and_grandfather	پارون
his_majesty	جہاں پناہ
hissing_noise	صفیر
historian	راوی
history	تاریخ
history	حال
history	حدیث
history	حکایت
history	داستان
history	روایت
history	چرتر
history	کارنامہ
hitch	رکاوٹ
hitting_the_mark	صائب
hives	پتی
hoar-frost	پالا
hoar-frost	ژالہ
hoard	کھتی
hoarding	کنز
hock	بیونتنا
hoe	کسی
hog	باراہ
hog	خنزیر
hog-plum	پیتن
hoist	اٹھانا
hold	جاننا
hold	قابو
hold	گرفت
hold_back	باندھنا
hold_up	سنبھالنا
holder_by_purchase	خریدار
holding	حقیقت
holding	درج
holding	علاقہ
holding	قبضہ
holding	مجوز
holding	پرگرہن
holding	کاشت
holding_a_deed	سند یافتہ
holding_aloof	کنارہ کش
holding_at__disposal	تصرف
holding_fast	سخت گیر
holding_firmly	دھیر
holding_high_rank	عزت دار
holding_in_slight_esteem	استخفاف
holding_in_veneration	احترام
holding_of_a_court	دربار
holding_or_esteeming_light	تخفیف
hole	بل
hole	روزن
hole	سوراخ
hole	غار
hole	پاٹنا
hole	کھالا
hole	کھنڈ
hole	کھوپ
hole_and_corner	کونا کھدرا
hole_and_corner	کونہ کچیلا
hole_dug_for_water	ڈہرا
hole_for_admitting_light	روشن دان
hole_or_hollow	گود
holiday	تعطیل
holiness	تقدس
holiness	قدس
holiness_sanctity	پوترتا
hollow	خول
hollow	دھیر
hollow	سونا
hollow	غار
hollow	نشیب
hollow	کھالا
hollow	کھوجنا
hollow_bamboo	بونگا
hollow_down	کھڈ
hollow_in_the_ground	شعب
hollow_sound	گونج
hollowing_out	تجویف
hollowness	پول
holy	سادھو
holy	قدسی
holy	قدسیہ
holy	پوتر
holy-day	عید
holy_city	قدس
holy_fig-tree	پلکش
holy_fig-tree	پیپل
holy_ghost	روح اللہ
holy_grass	پنیہ ترن
holy_man	بزرگ
holy_men	اللہ لوگ
holy_or_consecrated_ground	پنیہ ستھان
holy_place	کھیت
holy_shrine	پنیہ تیرتھ
holy_woman	عارفہ
holy_woman	پوترا
homage	اطاعت
homage	تسلیم
homage	سیوا
homage	قدم بوسی
homage	پوجا
home	باڑی
home	بستی
home	جنم استھان
home	داخلی
home	وطن
home	گھر
homestead	باڑی
homogeneousness	جنسیت
homonymous	اشتراک
homonymy	اشتراک
hones	راست
hones	پھرچھا
honest	آنسٹ
honest	راست باز
honest	راست پسند
honest	ساہو
honest	ساہوکار
honest	سچا
honestly	حواری
honesty	سچائی
honesty	پھرچھائی
honey	انگبیں
honey	سلوی
honey	شہد
honorary_magistrate	آنریری مجسٹریٹ
honour	آبرو
honour	آنر
honour	اجلال
honour	توقیر
honour	حرمت
honour	رعایت
honour	شخصیت
honour	عزت
honour	عصمت
honour	فروغ
honour	قدر
honour	لاج
honour	مان
honour	ناک
honour	نمود
honour	وزن
honour	پوجا
honour	پگڑی
honour_rank	رتبہ
honourable	آنریبل
honourable	خطیر
honourable	سادھو
honourable	سو
honourable	عزت دار
honourable	ماجد
honourable	مجید
honourable_or_distinguishing_gift	انعام و اکرام
honourably	با آبرو
honoured	سرافراز
honoured	عزیز
honouring	اجلال
honouring	احترام
honouring	تشریف
honouring	توقیر
honouring	سیوا
hood	جیون
hood	نقاب
hood	ٹپ
hooded_serpent	پھنن
hooded_snake	ناگ
hoodwinking	ڈیٹھ بندی
hoof	نعل
hoof	ٹاپ
hoof	کھر
hoof-clattering	کھرتال
hoofed	کھر والا
hook	آنک
hoop	حلقہ
hoop	کنڈلی
hop	پھدکنا
hope	آس
hope	ارمان
hope	اپیکشا
hope	توقع
hope	حاجت
hope	چشم داشت
hope_and_fear.	امید و بیم
hope_of_issue	بدھائی
hopeful	امیدوار
hopefulness	رجائیت
hopeless	عاجز
hopeless	مایوس
hopeless	ناامید
hopeless	ناکام
hopelessly	نا امیدانہ
hopelessness	عاجزی
hopelessness	مایوسی
hoping	امیدوار
hoping	حاجت مند
horizon	افق
horn	سینگ
horn	شاخ
horn.	بھونپو
horn_.	گوشہ
horned_cattle	بلد
horned_cattle	ڈانگر
horned_cattle	ڈھور ڈنگر
horoscope	جنم پتری
horoscope	زائچہ
horoscope	کنڈلی
horrible	بھیاون
horrible	بھیم
horrible	بھینکر
horrible	دل خراش
horrible	دہشت انگیز
horrification.	پھرہری
horror	بھیم
horror	کراہت
horror	ہیبت
horror-struck	رمیدہ
horse	بارگی
horse	باہک
horse	رخش
horse	غازی مرد
horse	فرس
horse	ٹاٹری
horse)	سواری
horse-bridle	جلو
horse-cloth	جھول
horse-shoe	نعل
horse-soldier	سوار
horsekeeper	سائیس
horseman	باہک
horseman	سوار
horseman	فارس
horsemanship	سواری
hospitable	غریب نواز
hospital	اسپتال
hospital	دار الشفا
hospital	دارالشفا
hospital	شفاخانہ
hospitality	تواضع
host	رمہ
host	رو
hostage	یرغمال
hostel	اقامت گاہ
hostile	بپریت
hostile	حربی
hostility	خلاف
hostility	دشمنی
hostility	عداوت
hostility	لڑائی
hot	آتشی
hot	تاتا
hot	تیز
hot	حار
hot	چرپرا
hot	چٹپٹا
hot-tempered	آگ
hot-tempered	گرم مزاج
hot_and_cold	گرم سرد
hot_as_fire	آگ
hot_ashes	بھوبل
hot_bath	حمام
hot_blast	دھمک
hot_blast	دھمکا
hot_blooded	گرم خون
hot_cloth	کماد
hot_pestilential_wind	باد سموم
hot_season	گرمی
hot_wind	جھانولی
hotel	اقامت گاہ
hotel.	منزل
hough	کونچ
hour	ساعت
hour	ساقیء کوثر
hour	وقت
hour_of_death	اجل
house	آل
house	الہ
house	بکھر
house	بھون
house	بیت
house	جتارا
house	حویلی
house	خاندان
house	خانہ
house	دربار
house	دڑبا
house	ستر
house	پرگرہ
house	کاشانہ
house	کدہ
house	گھر
house-breakers	نقب
house.	سبھا
house_-breaking	نقب
house_and_home	خانمان
house_of_lords	جلسۂ امرا
house_of_pleasure	عشرت خانہ
house_so_roofed	دھابا
house_steward	خانساماں
house_with_surrounding_garden	باڑی
household	خاندان
household	خانمان
household	عیال
household	پرجن
household_furniture	خانمان
household_goods_and_chattels	اٹالا
household_goods_and_chattels	اٹالی
housekeeping	خانہ داری
housekeeping	ٹہل
housewife	خاتون خانہ
housewifery	ٹہل
housing	زین پوش
housings	جھول
how	چرا
how?	کیونکر
how_much_so_ever.	کیساہی
how_so_ever	کیساہی
however	مگر
howitzer	توپ
howling	زناٹا
howling	سناٹا
howling_wildness	سناٹا
howsoever	قطع نظر
hubbub	دنگا
hubbub	طنطنہ
hubbub	غوغا
hubbub	کھل بلی
hubbub	ہلچل
hue	رنگ
hug	دابنا
huge	کوہ پیکر
hum	بھنبھنانا
hum	بھنبھناہٹ
hum	حشرات
hum	گونج
human	بشری
human_being	انسان
human_being	بشر
human_being	بندہ
human_being	مانس
human_beings	ناس
human_kind	ناسوت
human_kindness	انسانیت
human_nature	انسانیت
human_nature	ناسوت
human_ordure	براز
humanity	انسانیت
humanity	شخصیت
humanity	ناسوت
humble	ادنی
humble	عاجز
humble	غریبانہ
humble	فرومایہ
humble.	فرو تن
humble_dwelling	غریب خانہ
humble_fare	روکھی سوکھی
humble_or_poor_bride	گڑیا
humble_or_submissive_obedience	عبادت
humble_person	بکری
humble_servant	بندہ
humbled	ذلیل
humbling_oneself	خشوع
humbling_oneself	خضوع
humbly	غریبانہ
humid	شاداب
humid	مرطوب
humid	گیلا
humidity	تری
humidity	رطوبت
humidity	طراوت
humiliation	ذلت
humiliation	زوال
humiliation	پربھو
humiliation	کھسیانا پن
humiliation.	خشوع
humility	تحمل
humility	تواضع
humility	خشوع
humility	خضوع
humility	عاجزی
humility	غریبی
humility	فروتنی
humming	غنہ
humming	گونج
humorous	مذاقیہ
humour	ریم
humour	طبیعت
humour	ظرافت
humour	مذاق
humour	پھسلانا
humours	ریم
hump-backed	ٹیڑھا
hump-backed	کبڑا
hump-backed	کوزپشت
humta_low_murmuring_sound	زمزمہ
hundred	صد
hundredth_part	عشر عشیر
hunger	اشتہا
hunger	ببھکشا
hunger	بھوکھ
hunger	قحط
hunger)	بلبلانا
hungered	بھوکا
hungry	ببھکشت
hungry	بھوکا
hunt	رگیدنا
hunter	صیاد
hunter	کھٹک
hunting	شکار
hunting	شکاری
hunting	صید
hurly-burly	کھل بلی
hurricane	جھکڑ
hurry	اتاولی
hurry	جلدی
hurry	فرفر
hurry	کھل بلی
hurt	آسیب
hurt	بیکا
hurt	جلابھنا
hurt	خسارا
hurt	زخمی
hurt	زیاں
hurt	ضرر
hurt	ڈالنا
hurt	گزند
hurt	گھاؤ
hurtful	زیاں کار
husband	بالم
husband	بلم
husband	بھرتار
husband	خاوند
husband	خداوند
husband	خداوند خدا
husband	خصم
husband	ساجن
husband	سوامی
husband	شوہر
husband	مانس
husband	ناتھ
husband	پرگرہ
husband	پریتم
husband	پیتم
husbandman	جوت دار
husbandman	دہقان
husbandry	جوت بوت
husbandry	زراعت
husbands_brother	دیور
husbands_elder_brother	جیٹھ
husk	بھس
hustling	کش مکش
hut	جھونپڑا
hut	جھونپڑی
hut	حجرہ
hut	مٹھ
hybrid	دوغلا
hybrid_orbital	مخلوط آربٹل
hydrogen	حمضین
hydrometer	آب پییما
hymen_of_praise	آرتی
hymn	شبد
hymn	گیت
hyperanthera_moringa	بان
hyperbole	مبالغہ
hypercritical	عیب جو
hypercriticism	عیب جوئی
hypercriticism	عیب چینی
hypercriticism	عیب گیری
hypermeter	ردیف
hypochondriac	سودائی
hypocrisy	ریاکاری
hypocrisy	ساخت
hypocrisy	نفاق
hypocrisy	پاکھنڈ
hypocrisy.	دو رنگی
hypocrite.	دوغلا
hypocritical	جھوٹ
hypocritical	پاشنڈی
hyposcrisfy	زرق
hypothesis	احتمال
hypothesis	فرضیت
hypothetical	احتمالی
hypothetical	فرضی
hypothetically	تخمیناً
i	آئی
i.c.s	آئی سی ایس
i.e.s	آئی ای ایس
i.m.s	آئی ایم ایس
iced	برفی
iced	ٹھنڈا
ichneumon	نیولا
iconoclasm	بت شکنی
icy	برفی
idea	آئڈیا
idea	تصور
idea	خیال
idea	سوچ
idea	ظن
idea	فکر
idea	وہم
idealist	آئیڈیلسٹ
idealizm	آئیڈیلزم
idealogy	آئیڈیالوجی
idem	آمن دھان
identify	پہچاننا
identifying	تشخص
identity	خودی
identity_card	شناختی کارڈ
idiocy	احمق پن
idiom	اصطلاح
idiom	لغت
idiomatic	اصطلاحی
idiot	بدو
idiot	بدھو
idiotic	اجڈ
idiotic	جل
idiotic	جڑ
idle	سست
idle	عبث
idle	ناکارا
idle	ناکارہ
idle	نکما
idle	نکھٹو
idle_or_lazy_fellow	بکری
idle_prattle	چرچوں
idle_tale	خرافت
idle_talk	گپ
idle_talker	باد پا
idle_talker	گپی
idly	خالی
idly_speculative	باد سنج
idol	بت
idol	صنم
idol	نگار
idol	ٹھاکر
idol	پتلا
idol-worship	پوجا
idol_temple	دیو استھان
idol_temple	دیوالا
idolatry	بت پرستی
idolatry	دیو پوجا
idolatry	پوجا
if_not	مگر
ignoble	ادنی
ignoble	خسیس
ignoble	فرومایہ
ignoble	ناجنس
ignoble	ناخلف
ignoble	ناکس
ignoble	کم اصل
ignoble	کمینہ
ignominious	ذلیل
ignominious	رسوا
ignominiousness	مذلت
ignominy	طعنہ
ignominy	عار
ignominy	فضیحت
ignominy	مذلت
ignomity	اپجس
ignorance	ابودھ
ignorance	اناڑی پن
ignorance	اندھا پن
ignorance	جاہلیت
ignorance	جہل
ignorance	لاعلمی
ignorance	ناسمجھی
ignorance	ناشناسی
ignorant	ابدھ
ignorant	ابلہ
ignorant	اجہل
ignorant	اعمی
ignorant	بھچ
ignorant	جاہلانہ
ignorant	غبی
ignorant	ناشناس
ignorant	ناشناسا
ignorant	ناقص عقل
ignorant	ناکردہ کار
ignorant	کم عقل
ignorant	کم فہم
ignorant	کور باطن
ignorant	گاؤدی
ignorant_or_stupid_fellow.	بھچ
ill	بدی
ill	دکھی
ill	دکھیارا
ill	روگی
ill	قباحت
ill	مرضی
ill	مصیبت
ill-bred	بد ذات
ill-bred	بداصل
ill-bred	بدزاد
ill-bred	نارسا
ill-breeding	نارسائی
ill-conducted	بدافعال
ill-conducted	بدچلن
ill-conducted	ناہموار
ill-disposed	بد خواہ
ill-fated	ناشدنی
ill-favoured	اجاڑ صورت
ill-favoured	زشت رو
ill-flavoured	بدذائقہ
ill-formed	بدصورت
ill-humour	بیزاری
ill-looking	بدشکل
ill-looking	بدصورت
ill-looking	بدنظر
ill-luck	دور کی کوڑی
ill-luck	کم بختی
ill-made	بد اسلوب
ill-mannered	ابنیت
ill-mannered	اجڈ
ill-name	دشنام
ill-omened	بدشگون
ill-placed	بد رکاب
ill-shaped	بد اسلوب
ill-shaped	بد ڈول
ill-shaped	بدشکل
ill-shaped	بدصورت
ill-shaped	نازیبا
ill-tempered	بدمزاج
ill-tempered	تلخ مزاج
ill-tempered	خر دماغ
ill-wisher	بد خواہ
ill_flavoured	بدمزہ
ill_flavoured	گھناؤنا
ill_formed	بد ڈول
ill_shaped	نازیب
illegal_gratification_received	بالائی آمدنی
illegal_or_unlawful	ناحق
illegitimate	غیر منکوحہ
illicit	ناشائستہ
illicit__intercourse	زناکاری
illicit_love	آشنائی
illicit_love	دوستی
illiterate	امی
illness	رج
illness	مرض
illness	پیر
illuminating	دیپک
illumination	تنویر
illumination	روشنی
illumination	فروغ
illumination	ٹھاٹ
illuminations	شب برات
illumined	پرکاس
illumining	فروز
illusion	جال
illusion	ذکر و مذکور
illusion	سامری
illusion	مایا
illusionary_image_or_apparition	مایا
illustrated	مجلا
illustrated.	مجلی
illustrating	تصحیح
illustrating	توضیع
illustrious	جسونت
illustrious	جلیل
illustrious	جلیل القدر
im-	لا
image	بت
image	شکل
image	پتلا
image	پرتبھا
image-breaking	بت شکنی
image-worship	بت پرستی
imaginary_form	خیال
imaginatin	خیال
imagination	تخیل
imagination	تصور
imagination	حس
imagination	سوچ
imagination	فکر
imagination	وہم
imaginations	تخیلیت
imagining	تخیل
imagining	وہم
imbecility	ضعف
imbecility	نقاہت
imbroglio	بکھیڑا
imbroglio	جھمیلا
imitated	نقلی
imitating	نقل
imitation	امی ٹیشن
imitation	تقلید
imitation	سوانگ
imitation_of_a_copy	نقل
imitative	ٹن
imitative_sound	سنسناہٹ
imitative_sound	چر
imitative_sound	چرچوں
imitator	حریص
immaterial	مجرد
immature	ادھورا
immature	خام آمدنی
immature	نا بالغ
immature	نارسیدہ
immaturity	بالیدگی
immaturity	خامی
immeasurable	اتول
immediate_to_proximity	کنٹھ
immediately	اس وقت
immediately	فی الحال
immersed	آلودہ
immersed	استغراق
immersed	غریق
immersed	غوطہ خورد
immersion	استغراق
immersion	غوطہ
imminent	عنقریب
immoderate	فاحش
immodest	بد فعل
immodest	فاحش
immoral	تر دامن
immoral	فاجر
immortal	ابدی
immortal	لایموت
immortality	ابدیت
immortality	بقا
immovable	اجر
immovable	اٹل
immovable	اچنچل
immovable	ثابت قدم
immovable	غیر منقولہ
immovable_property	جائداد غیر منقولہ
imp	بھتنا
impact	دھکا
impact	ٹکر
impaired	بگڑا
impairment	بگاڑ
impaling_stake	سولی
impart	جزئی
imparting	بخشش
imparting_advantage	افادہ
imparting_joy_or_gladness	فرح بخش
impassable	اوبڑ
impassable	اپارا
impassioned_style_in_poetry.	سوز و گداز
impatience	اتاولی
impatience	ناشکیبائی
impatience	چل
impatient	اتاولا
impatient	ناشکیب
impatient	ناشکیبا
impatient	ناصبر
impatient	ناصبور
impediment	اٹک
impediment	اڑنگا
impediment	بکھیڑا
impediment	زجر
impediment	عارضہ
impediment	گرہ
impediment_in_speech	لکنت
impending	عنقریب
impenetrable	کاٹھ کا الو
impenetrable_darkness	گہن
imperative	فرضی
imperative_(order	ناطق
imperceptible	ابکت
imperceptible	خافی
imperceptible	نادیدنی
imperceptibly	الگ
imperfect	ابتر
imperfect	خام آمدنی
imperfect	ناتمام
imperfection	خامی
imperfection	خلال
imperfection	خلل
imperfection	عیب
imperfection	فتور
imperfection	قباحت
imperfection	ناتمامی
imperiaesness	طنطنہ
imperial	بادشاہانہ
imperial	بچی
imperial	جاں پروری
imperial_dignity	خلافت
imperialism	استعماریت
imperialism	سامراج
imperious	امارہ
imperishable	اجر
imperishable	لازوال
impertinent	ناسزا
impertinent	ناسزاوار
impertinent	نامعقول
impetuosity	تندی
impetuosity	جلدی
impetuosity	حمیت
impetuosity	صولت
impetuous	تیز
implement	ادات
implement	جنتر
implement	راچھ
implements_of_war	اسلحہ
implicated	مرتکب
impolite	ناتراش
impolite	ناتراشیدہ
impolite	ناہنجار
import	امپورٹ
import	درآمد
import	عبارت
import	چھرا
importance	بوجھ
importance	رسوخ
importance	شان
importance	قدر
importance	گرانی
important	خطیر
important	گراں
important	گہرا
important_business	باریک کام
importunity	الحاح
importunity	تقاضا
impose_on	دغا بازی
impose_on	ٹھگنا
imposed_upon	پرتارت
imposing_upon	غبن
imposing_upon	فریب دہی
